"SRS ID","Body Site","File Location","File MD5","File Size"
"SRS052697","stool","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS052697.fsa.gz","fd2cac1e095c3941a943ed1171742279","3265798"
"SRS016070","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016070.fsa.gz","fbf5ea893a52b52e1bf492c400aa718b","337612"
"SRS016048","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016048.fsa.gz","8ea0bc44a4ac52d390ba80b8371efdd8","419703"
"SRS044742","posterior_fornix","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS044742.fsa.gz","10985c4a2cd97a37f5bb796c41a8b7e2","475612"
"SRS048971","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS048971.fsa.gz","e404476a74318d90d1f9500ba7b39478","378824"
"SRS042533","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS042533.fsa.gz","ba76cff8421efa17d1c9790f743848f2","1519482"
"SRS063624","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS063624.fsa.gz","c3d541d9775d6202875c9fe184737940","565613"
"SRS014772","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014772.fsa.gz","50d63e3bb88396fe3aa51bef87e387d9","135969"
"SRS050075","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS050075.fsa.gz","0082f660a1e0805561785c94f163efdc","377217"
"SRS016346","hard_palate","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016346.fsa.gz","1278729d6609d820a5507c1155c11a44","228474"
"SRS015576","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015576.fsa.gz","301e09fe1d4ae00222812dda4a4d4822","1004487"
"SRS018141","saliva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018141.fsa.gz","2e33612c795d9f0483333f0616f5eb69","232879"
"SRS047265","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS047265.fsa.gz","040e301bcf0f6159c41ce7286c3666a0","728596"
"SRS048396","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS048396.fsa.gz","341fd604ff3930c1606579a64556baeb","669766"
"SRS065594","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS065594.fsa.gz","a938e1617cd5190a89cc2f1bb9127e9a","193063"
"SRS065343","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS065343.fsa.gz","3bc937fa0f96eb46036200b3dcc63cf4","386533"
"SRS065634","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS065634.fsa.gz","9ccdcc370e0d90e76a20260a57393c88","640445"
"SRS018801","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018801.fsa.gz","3f799192bffb43cea75030b928f5f5e4","399114"
"SRS013252","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS013252.fsa.gz","4e9a4b7428dd5d04dd18ab75611999b4","398135"
"SRS022574","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS022574.fsa.gz","a49ab2102b5f85f4e2339cbe330bb4f2","134854"
"SRS016414","hard_palate","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016414.fsa.gz","39c20d80c6908a10f297f3f68d964e6f","248865"
"SRS018866","vaginal_introitus","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018866.fsa.gz","f394a96a059e63cc3f0f597fcf817713","144035"
"SRS020956","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS020956.fsa.gz","4d9b92c3d75af3e2a596624a90e00dd0","409227"
"SRS016313","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016313.fsa.gz","a62ee35b5a41010ab36475969a3a20b2","319220"
"SRS046272","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS046272.fsa.gz","e73e89a8fc71dff2bdc46d3b1b46de29","365534"
"SRS062739","mid_vagina","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS062739.fsa.gz","44ce52ac4c0053dd37013bf6abb99bac","493728"
"SRS021682","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS021682.fsa.gz","f78930a0a458095170d76bdc95e2b0be","235321"
"SRS057634","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS057634.fsa.gz","3ea8fb43642c764be4dde89e0efa1855","822731"
"SRS014562","hard_palate","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014562.fsa.gz","7e715c87617aa6007a53629a524b1ea8","394830"
"SRS018459","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018459.fsa.gz","a46d4ec48ff313742aa0b920396875a6","36570"
"SRS054907","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS054907.fsa.gz","360208a3eaf9457eb5b6cba8dde10c03","1329234"
"SRS049012","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS049012.fsa.gz","8a9068c04fafd06d1ec250e621ed9cda","1067683"
"SRS050320","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS050320.fsa.gz","967fa0b6e924e1016e2abf28ff3839bf","148731"
"SRS063859","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS063859.fsa.gz","ec85152542768d94df18663c5669024e","956166"
"SRS014428","hard_palate","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014428.fsa.gz","5321c05e7b94e541a87401821a6e8274","1619756"
"SRS022834","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS022834.fsa.gz","010a20499dc8d3c87fc7050456ebd1d6","250"
"SRS016002","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016002.fsa.gz","54cf393ab75f5fadb851de95f8074dfd","1139409"
"SRS014597","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014597.fsa.gz","bfd411508cea7b744272d7c4ef963e64","535162"
"SRS015348","posterior_fornix","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015348.fsa.gz","fbe016ab9a77e332a3acf19b646d5a4e","297993"
"SRS048194","mid_vagina","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS048194.fsa.gz","0ffcb60fb45f2da79b7ef8573ee1b92b","596229"
"SRS017955","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017955.fsa.gz","8531f174f957417f889aaa94e7baf254","237033"
"SRS049939","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS049939.fsa.gz","7f7e2df75a1ea6a802bf2bd0c3b144e8","705475"
"SRS043573","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS043573.fsa.gz","94839a8b4f0c32f6d1010ca94a7f2195","315267"
"SRS023075","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS023075.fsa.gz","1256a4c496aa619be64c42ab845aae24","309933"
"SRS013237","hard_palate","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS013237.fsa.gz","518e02b05f39ae9bc9721e62fba3094b","167291"
"SRS018698","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018698.fsa.gz","948644d65b31578f5d5eb49ab123e9f9","845838"
"SRS047736","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS047736.fsa.gz","2d821cedee3b343288c3f3b5e4a70ca8","355410"
"SRS055632","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS055632.fsa.gz","fdad3c7629e4f1b6b55cd54bf3d4f521","664709"
"SRS047113","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS047113.fsa.gz","c89e9f95fce109bbe5c5d98b6a9ba07a","363153"
"SRS019524","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS019524.fsa.gz","2a88b97288082c4927894b4d8d5cf6e7","215350"
"SRS042272","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS042272.fsa.gz","8983a2aa9df1364ab73a7ca2903169d0","306030"
"SRS021073","saliva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS021073.fsa.gz","ee14c5c0ec41ff1a35d94282604a927e","502153"
"SRS024297","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS024297.fsa.gz","1fc51b69b1ab9a20649a3ae1c048b91b","153547"
"SRS011553","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS011553.fsa.gz","af87d20373aa12c8beb61c41b464394c","1168872"
"SRS057515","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS057515.fsa.gz","a217d7e4ea9bbbc2a02d3c9c0f4151cc","308865"
"SRS047816","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS047816.fsa.gz","a7f3a4621e97ab4f1edb17b828b44a86","194450"
"SRS023422","stool","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS023422.fsa.gz","2eed8075e9e9d412f68c379ef133d35c","588746"
"SRS015307","throat","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015307.fsa.gz","fd9c9d5cdb76975e4f6361f2280f8ca1","897248"
"SRS046142","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS046142.fsa.gz","185f96ea5390a7d13440f032b894f4e9","432604"
"SRS044434","vaginal_introitus","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS044434.fsa.gz","585ad4bbe18de2e278c0e2305bae3fe3","313121"
"SRS015239","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015239.fsa.gz","8dd1360e3ae57caa30c2196a6a64b420","776746"
"SRS011520","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS011520.fsa.gz","abd8d46a2c8c11626af24e4e5afcfb3b","1865455"
"SRS064910","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS064910.fsa.gz","aac7427b548e539c1e5df7377a3c3c35","1209049"
"SRS016361","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016361.fsa.gz","dd631b90119f2a6672018f8e7bcb93a1","265040"
"SRS017090","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017090.fsa.gz","36bcaf3e15e1b2e3e28f1250976c12ce","314168"
"SRS063522","vaginal_introitus","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS063522.fsa.gz","1915881237b0ec8ea03c4289eb477191","448068"
"SRS017349","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017349.fsa.gz","7204efc231bb1c2e6afc0f8be02b1a71","281597"
"SRS057075","posterior_fornix","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS057075.fsa.gz","7e972cdf3e543bf624725425e774acd6","346949"
"SRS017780","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017780.fsa.gz","a896885d1ce9db3b50ac31469b33de4d","249226"
"SRS019781","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS019781.fsa.gz","ed739ee95eb3abed048fc2634900c51b","550777"
"SRS017669","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017669.fsa.gz","af6fd1c01baebfcbc98ef63b42512cb0","216200"
"SRS017296","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS017296.fsa.gz","a36af5d9ccf2e2fa75267f1e9a294099","191256"
"SRS043704","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS043704.fsa.gz","fd0c329a0b1e37b03441d5c2a62c9e7b","1137249"
"SRS043338","posterior_fornix","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS043338.fsa.gz","0353c53398e4516981ea45d264f3ef59","174939"
"SRS042441","saliva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS042441.fsa.gz","58fdf49674c69549506da7d8507d1956","345121"
"SRS022956","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS022956.fsa.gz","3232897823d979fa384e7822fd9d37ad","248487"
"SRS018999","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS018999.fsa.gz","f4257c3b5ccf6f2cdf0cb0f98be29b13","2316264"
"SRS057978","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS057978.fsa.gz","8582afa65e63ca16c7b8945d3b7f3982","869388"
"SRS024655","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS024655.fsa.gz","1b4041db40ae021f0efd2129b4e7b16e","90220"
"SRS047260","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS047260.fsa.gz","6237c9dcf829f51aa43b76d633c6add2","241495"
"SRS015712","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015712.fsa.gz","f53f6805616a041ca837b299085a632b","793113"
"SRS064652","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS064652.fsa.gz","27be2fa056bc6ffb22b37898645c6ee3","379115"
"SRS063438","saliva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS063438.fsa.gz","072ea988aa9e07d99dcdb87235847ed1","1243259"
"SRS013798","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS013798.fsa.gz","2bd279348de2a673c4336733a857e32f","1113262"
"SRS016010","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS016010.fsa.gz","c8b9d9f778c7470864166758ba17f05f","660511"
"SRS023819","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS023819.fsa.gz","5931db99d02c19dd396dae99c0050574","376"
"SRS062616","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS062616.fsa.gz","012519f602b7cb1745bf9968d6dff1e2","913821"
"SRS014291","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014291.fsa.gz","db8e761613b68ad2799215a9ba1bd450","349843"
"SRS048480","supragingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS048480.fsa.gz","b2c7d3c927bc311069485a1d4b037bdf","1248062"
"SRS022798","stool","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS022798.fsa.gz","ddc52c851f11fd93b6d69ca610f620d2","154500"
"SRS013096","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS013096.fsa.gz","5889334622603b1469400faf1c77754c","68210"
"SRS020308","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS020308.fsa.gz","738700b4238f7f2e433d940924655f70","222708"
"SRS011539","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS011539.fsa.gz","22a6f7c1e3cbcd6e0d0895496df2a9db","1069426"
"SRS019300","palatine_tonsils","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS019300.fsa.gz","1f6d329b144876f1bc4ab025910f73e4","392947"
"SRS050481","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS050481.fsa.gz","0488a180ecf2edb16f9bf803c8a3af58","236494"
"SRS023631","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS023631.fsa.gz","1aad050aeef0e636b39e4a66db1c5363","582145"
"SRS024586","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS024586.fsa.gz","2cae796450aaa934adcba938d297864b","189492"
"SRS014921","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014921.fsa.gz","2edfa11103644681e7ef67296a69c347","832728"
"SRS015858","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015858.fsa.gz","63ecb25bf60ed14a17111b5330a47a4d","654445"
"SRS054796","buccal_mucosa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS054796.fsa.gz","8f161697201f29c6c1814ef99561af6a","517820"
"SRS058420","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS058420.fsa.gz","c104c78193fda2fa9431e57be070a572","555368"
"SRS044145","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS044145.fsa.gz","a2bcd94bc244312c12a7e5cf1393ee59","435494"
"SRS020320","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS020320.fsa.gz","5cbce5a66aed2025ec0e436bc4bb1b33","228456"
"SRS021828","vaginal_introitus","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS021828.fsa.gz","406ec9c4306d120cd824e4a14a240c70","143345"
"SRS048602","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS048602.fsa.gz","800ab0d2d5dff5943469c9fd8a6d076c","362932"
"SRS056913","right_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS056913.fsa.gz","98fed9e1bc92f5322299181bf243175d","197798"
"SRS057461","tongue_dorsum","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS057461.fsa.gz","f4289ce2b49c83a93706f70f8ef2bee6","963185"
"SRS015494","left_retroauricular_crease","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015494.fsa.gz","84f28d76059a53d39fc3c23db857ddfb","340117"
"SRS015204","mid_vagina","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015204.fsa.gz","0f06387df1d3e8993ff4db18bc81c797","338465"
"SRS020145","subgingival_plaque","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS020145.fsa.gz","965433a422e48b419ddbe287d0ba8f9d","796486"
"SRS014546","vaginal_introitus","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS014546.fsa.gz","a63366a209d40de18dcb35f0f824b24c","274003"
"SRS065474","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS065474.fsa.gz","275e6e75544ec83b700b28e475660e6f","598957"
"SRS013681","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS013681.fsa.gz","1a57dbd868ed285a830f3bfeabdf1f3f","210883"
"SRS063456","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS063456.fsa.gz","92a08854cadece8e437a45af8ea0d5ba","192520"
"SRS053525","stool","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS053525.fsa.gz","8b691dc99c75d4e4136c467434730465","699030"
"SRS052897","attached keratinized_gingiva","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS052897.fsa.gz","612171586000993400d1d553143a7200","366279"
"SRS062532","left_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS062532.fsa.gz","08baaf431c1a492358b89b3b2560e8e5","287941"
"SRS049428","stool","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS049428.fsa.gz","14c90b57dd15fe399cf5b7027c676ee6","1476474"
"SRS015661","anterior_nares","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS015661.fsa.gz","8291ae0a8fd7ab25fa388693caff925c","445444"
"SRS064312","right_antecubital_fossa","http://downloads.hmpdacc.org/data/HM16STR/by_sample/SRS064312.fsa.gz","2b2b286aac8b7012e56a45e7cec882e2","197514"
